arm,co2_floor,co2_mean,ls_share,waste,service,harvests
all,5.930250094578416,155.680900571113,0.671993187709058,857.9999999999966,61640.0,14.0
none,5.124420190392664,61.14862939205049,0.6731600117899379,0.0,32611.0,8.0
only_digester,79.38712950000057,215.70576673109636,0.6705467759462767,416.00000000000165,46482.0,14.0
only_nitrifier,5.124420190392664,61.14862939205049,0.6731600117899379,857.9999999999966,61731.0,8.0
only_reef,5.391057021123505,63.478263670251614,0.6755813706651488,0.0,32730.0,9.0
only_worms,5.57788095449491,68.02145068897173,0.6757709249064189,0.0,32739.0,9.0
without_digester,5.847224994495257,67.09945284281852,0.6747939176435139,857.9999999999966,61811.0,9.0
without_nitrifier,81.98712950000049,216.31040389469254,0.6705467759462767,416.00000000000165,46482.0,14.0
without_reef,5.4775715752773015,105.45472907665653,0.6780290578571861,857.9999999999966,61965.0,12.0
without_worms,5.930250094578416,162.1554709441189,0.671993187709058,857.9999999999966,61640.0,14.0
