arm,day,co2,o2
none,2,201.51200000000017,240.74399999999991
none,3,188.1431120000002,252.31046400000014
none,4,174.77422400000023,263.8769279999998
none,5,161.40533600000026,275.44339199999933
none,6,148.0364480000003,287.0098559999989
none,7,134.66756000000032,298.5763199999984
none,8,121.29867200000035,310.14278399999796
none,9,107.92978400000038,321.7092479999975
none,10,94.56089600000041,333.27571199999704
none,11,81.19200800000044,344.8421759999966
none,12,67.82312000000047,356.4086399999961
none,13,54.4542320000005,367.97510399999567
none,14,41.86392950000053,378.9753239999952
none,15,44.71594400000051,378.74476799999485
none,16,49.9810340000005,376.75924799999444
none,17,55.246124000000485,374.77372799999404
none,18,60.51121400000047,372.78820799999363
none,19,65.77630400000047,370.8026879999932
none,20,71.04139400000045,368.8171679999928
none,21,76.30648400000044,366.8316479999924
none,22,81.42010400000042,364.956287999992
none,23,86.68519400000041,362.9707679999916
none,24,91.9502840000004,360.9852479999912
none,25,97.21537400000038,358.9997279999908
none,26,102.48046400000037,357.0142079999904
none,27,107.74555400000035,355.02868799999
none,28,113.01064400000034,353.0431679999896
none,29,118.27573400000033,351.0576479999892
none,30,122.8059140000003,349.6066079999888
none,31,121.06234850000024,352.71829199998854
none,32,114.57910850000029,359.27701199998813
none,33,103.19091350000032,369.40297199998787
none,34,89.82202550000035,380.9694359999874
none,35,76.45313750000038,392.53589999998695
none,36,63.08424950000041,399.15999999999985
none,37,49.71536150000044,399.15999999999985
none,38,36.34647350000047,399.15999999999985
none,39,22.97758550000046,399.15999999999985
none,40,10.98290140493234,399.15999999999985
none,41,6.795012733116133,399.15999999999985
none,42,5.809701433375102,399.15999999999985
none,43,5.57788095449491,399.15999999999985
none,44,7.532755773396855,398.8011961027443
none,45,13.008974669238174,396.66212781485933
none,46,18.15741843010284,394.761441443321
none,47,23.42250843010284,392.7759214433206
none,48,28.68759843010284,390.7904014433202
none,49,33.95268843010284,388.8048814433198
none,50,39.217778430102825,386.8193614433194
none,51,44.48286843010281,384.833841443319
none,52,49.7479584301028,382.8483214433186
none,53,55.01304843010279,380.8628014433182
none,54,60.278138430102786,378.87728144331777
none,55,65.39175843010278,377.00192144331737
none,56,70.65684843010277,375.01640144331697
none,57,75.92193843010276,373.03088144331656
none,58,81.18702843010274,371.04536144331615
none,59,86.45211843010273,369.05984144331575
none,60,87.95916843010268,369.80744144331544
none,61,83.80826943010273,374.6699134433151
none,62,74.55981093010274,383.2397014433148
none,63,80.3656368375454,394.80616544331434
none,64,67.56698883754544,399.15999999999985
none,65,54.76834083754548,399.15999999999985
none,66,41.96969283754552,399.15999999999985
none,67,29.171044837545544,399.15999999999985
none,68,16.37239683754553,399.15999999999985
none,69,8.376680151433783,399.15999999999985
none,70,6.306721406376305,399.15999999999985
none,71,5.797534904440237,399.15999999999985
none,72,5.672280768640208,399.15999999999985
none,73,5.8379344223248335,399.1380765761953
none,74,10.500617660770665,397.5906705845981
none,75,15.89262027107279,395.51285050437804
none,76,21.15771027107279,393.52733050437763
none,77,26.42280027107279,391.5418105043772
none,78,31.687890271072792,389.5562905043768
none,79,36.95298027107279,387.5707705043764
none,80,42.21807027107278,385.585250504376
none,81,47.33169027107277,383.7098905043756
none,82,52.59678027107276,381.7243705043752
none,83,57.861870271072746,379.7388505043748
none,84,63.12696027107273,377.7533305043744
none,85,68.39205027107272,375.767810504374
none,86,73.6571402710727,373.7822905043736
none,87,78.92223027107269,371.79677050437317
none,88,84.18732027107268,369.81125050437277
none,89,88.71750027107265,368.3602105043724
none,90,113.2493748895443,371.44597450437215
none,91,106.58694488954434,378.1350145043717
none,92,94.78641488954436,388.56085450437143
none,93,80.70076688954437,399.15999999999985
none,94,168.66592995266132,399.15999999999985
none,95,154.55176995266123,399.15999999999985
none,96,186.59775856494056,399.15999999999985
none,97,171.34311856494045,399.15999999999985
none,98,156.08847856494035,399.15999999999985
none,99,140.83383856494024,399.15999999999985
none,100,125.57919856494013,399.15999999999985
none,101,110.32455856494002,399.15999999999985
none,102,95.06991856493991,399.15999999999985
none,103,88.43421856493983,399.15999999999985
none,104,93.44982856493982,397.35591999999946
none,105,98.5634485649398,395.48055999999906
none,106,103.82853856493979,393.49503999999865
none,107,109.09362856493978,391.50951999999825
none,108,114.35871856493976,389.52399999999784
none,109,119.62380856493975,387.53847999999743
none,110,124.88889856493974,385.55295999999703
none,111,130.1539885649397,383.5674399999966
none,112,135.41907856493972,381.5819199999962
none,113,140.68416856493974,379.5963999999958
none,114,145.79778856493976,377.7210399999954
none,115,151.0628785649398,375.735519999995
none,116,156.32796856493985,373.7499999999946
none,117,161.5930585649399,371.7644799999942
none,118,166.85814856493994,369.7789599999938
none,119,168.36519856494004,370.5265599999935
none,120,163.7629585649399,375.7172799999933
none,121,153.04796356493995,385.35363999999356
none,122,137.79332356493984,398.29155999999386
none,123,122.53868356493973,399.15999999999985
none,124,107.28404356493962,399.15999999999985
none,125,92.03030817743951,399.15999999999985
none,126,76.7756681774394,399.15999999999985
none,127,61.52102817743933,399.15999999999985
none,128,46.26638817743933,399.15999999999985
none,129,31.011748177439337,399.15999999999985
none,130,15.757108177439342,399.15999999999985
none,131,7.350354252225145,399.15999999999985
none,132,5.827831632010968,399.13784265184484
none,133,10.411196826783714,397.6481225101916
none,134,15.807804642344154,395.5669531897837
none,135,21.072894642344156,393.5814331897833
none,136,26.337984642344157,391.5959131897829
none,137,31.603074642344158,389.6103931897825
none,138,36.868164642344155,387.6248731897821
none,139,42.13325464234415,385.6393531897817
none,140,47.24687464234414,383.7639931897813
none,141,52.511964642344125,381.77847318978087
none,142,57.77705464234411,379.79295318978046
none,143,63.0421446423441,377.80743318978006
none,144,68.30723464234408,375.82191318977965
none,145,73.57232464234407,373.83639318977924
none,146,78.83741464234406,371.85087318977884
none,147,84.10250464234404,369.86535318977843
none,148,88.63268464234402,368.41431318977806
none,149,86.69997964234395,371.6635531897779
none,150,78.95943964234394,379.1366731897779
none,151,65.99169964234386,390.41139318977815
none,152,50.73705964234386,399.15999999999985
none,153,35.482419642343864,399.15999999999985
none,154,20.22777964234387,399.15999999999985
none,155,8.738972859983868,399.15999999999985
none,156,5.873170556584405,399.15999999999985
none,157,5.291746877574729,399.15999999999985
none,158,5.173785672047,399.15999999999985
none,159,5.149853303084566,399.15999999999985
none,160,5.144997823000315,399.15999999999985
none,161,5.144012726753239,399.15999999999985
none,162,7.161263329933439,398.75905903001217
none,163,12.625643455603374,396.62860075679725
none,164,17.789934303889268,394.7163892307708
none,165,23.05502430388927,392.7308692307704
none,166,28.32011430388927,390.74534923077
none,167,33.58520430388927,388.7598292307696
none,168,38.85029430388926,386.7743092307692
none,169,44.11538430388924,384.78878923076877
none,170,49.38047430388923,382.80326923076836
none,171,54.64556430388922,380.81774923076796
none,172,59.91065430388922,378.83222923076755
none,173,65.0242743038892,376.95686923076715
none,174,70.28936430388919,374.97134923076675
none,175,75.55445430388917,372.98582923076634
none,176,80.81954430388916,371.00030923076594
none,177,86.08463430388915,369.01478923076553
none,178,87.5916843038891,369.7623892307652
none,179,82.98944430388912,374.95310923076505
none,180,72.28475371888904,384.58197511076526
none,181,57.03011371888899,397.51989511076556
none,182,41.777703693888974,399.15999999999985
none,183,26.52306369388898,399.15999999999985
none,184,11.981907875741543,399.15999999999985
none,185,6.531108197786833,399.15999999999985
none,186,5.4252314949375835,399.15999999999985
none,187,5.200867483386967,399.15999999999985
none,188,5.155347752706877,399.15999999999985
none,189,5.146112555551737,399.15999999999985
none,190,5.144238887469346,399.15999999999985
none,191,5.348583354329322,399.1267459311775
none,192,10.03634987612027,397.56109755169285
none,193,15.452262445073085,395.46588841063584
none,194,20.717352445073086,393.48036841063544
none,195,25.982442445073087,391.49484841063503
none,196,31.247532445073087,389.5093284106346
none,197,36.51262244507308,387.5238084106342
none,198,41.77771244507307,385.5382884106338
none,199,46.89133244507306,383.6629284106334
none,200,52.15642244507305,381.677408410633
none,201,57.421512445073034,379.6918884106326
none,202,62.68660244507302,377.7063684106322
none,203,67.95169244507301,375.7208484106318
none,204,73.216782445073,373.7353284106314
none,205,78.48187244507298,371.749808410631
none,206,83.74696244507297,369.76428841063057
none,207,88.27714244507294,368.3132484106302
none,208,86.34443744507287,371.56248841063
none,209,78.60389744507286,379.03560841063006
none,210,65.63615744507278,390.3103284106303
none,211,73.246505415515,399.15999999999985
none,212,58.020377415514986,399.15999999999985
none,213,42.79424941551497,399.15999999999985
none,214,27.568121415514952,399.15999999999985
none,215,36.41561997999809,399.15999999999985
none,216,21.04693197999807,399.15999999999985
none,217,9.012572609164057,399.15999999999985
none,218,5.905847833009577,399.15999999999985
none,219,5.281194027355548,399.15999999999985
none,220,5.155597972013614,399.15999999999985
none,221,7.154655892977869,398.7583095718294
none,222,12.620384002161906,396.62687094696787
none,223,17.78489227865482,394.71450129133626
none,224,23.04998227865482,392.72898129133586
none,225,28.31507227865482,390.74346129133545
none,226,33.580162278654825,388.75794129133504
none,227,38.84525227865481,386.77242129133464
none,228,44.1103422786548,384.78690129133423
none,229,49.375432278654785,382.8013812913338
none,230,54.64052227865478,380.8158612913334
none,231,59.90561227865477,378.830341291333
none,232,65.01923227865475,376.9549812913326
none,233,70.28432227865474,374.9694612913322
none,234,75.54941227865473,372.9839412913318
none,235,80.81450227865471,370.9984212913314
none,236,86.0795922786547,369.012901291331
none,237,87.58842427865464,369.7592052913307
none,238,82.98440227865458,374.95122129133074
none,239,72.2355492786546,384.61220529133067
none,240,56.86686127865458,397.63306929133074
none,241,41.49817327865456,399.15999999999985
none,242,26.129485278654542,399.15999999999985
none,243,11.639915623843258,399.15999999999985
none,244,6.4341147157005345,399.15999999999985
none,245,5.387410040182521,399.15999999999985
none,246,5.176954301078555,399.15999999999985
none,247,5.134639005123775,399.15999999999985
