dark_frac,batteries,seed,shed_mean,harvests,survived,co2_mean,o2_mean,end_day,failure
0.2,0,240052,0.481818588424722,18,1,218.81192343595347,317.9290224999117,201,
0.2,0,300065,0.4732347854608313,14,1,218.01844034571005,321.4455621053744,201,
0.2,0,360078,0.47359921886735357,15,1,219.6326229674001,320.8277782639786,201,
0.2,0,420091,0.5028103288904748,15,1,218.83533970991536,311.806931418231,201,
0.2,0,480104,0.4772625044980175,18,1,218.9439382944082,318.21530173190445,201,
0.2,0,540117,0.4727251000776692,17,1,218.0411971984301,317.72414489198036,201,
0.2,0,600130,0.4929573314474303,7,0,182.8653348367026,344.4290049149643,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.2,0,660143,0.4833393193858275,18,1,218.8162371216891,315.49929203022214,201,
0.2,0,720156,0.4743117559523801,3,0,153.58077628063785,350.21297491493715,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.2,3,60013,0.4267237494366835,18,1,215.8074967642,348.9120500367681,201,
0.2,3,120026,0.4319572412559249,18,1,216.08010739575496,346.3695469052889,201,
0.2,3,180039,0.4394557823129239,7,0,165.58620719573028,351.0177509259052,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.2,3,240052,0.427771938456034,21,1,216.5756055239974,343.8914103031182,201,
0.2,3,300065,0.4146137102304886,14,1,213.59778702793838,343.4334165836265,201,
0.2,3,360078,0.4059493765960621,15,1,213.71981314400009,340.2248899314538,201,
0.2,3,420091,0.46210752303425917,17,1,211.03941705876537,321.53702948971545,201,
0.2,3,480104,0.426080649514214,21,1,216.87056449192676,345.12784298369667,201,
0.2,3,540117,0.41669654059867406,18,1,214.87590624839507,342.7203865274226,201,
0.2,3,600130,0.45740806223479297,7,0,172.03056453240507,349.0431064722164,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.2,3,660143,0.43008103618568777,21,1,217.4287234477195,344.61046568079246,201,
0.2,3,720156,0.3978794642857136,7,0,154.17037969414454,351.7105283740075,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,0,60013,0.18627760252365955,8,1,238.69818578600032,244.38200416797878,201,
0.4,0,120026,0.1920788979336258,8,1,238.78271109837524,247.32512794948013,201,
0.4,0,180039,0.4069264069264074,5,0,204.3510514620698,315.7012971868233,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,0,240052,0.19129618033813425,9,1,238.56366677420633,245.96076467858222,201,
0.4,0,300065,0.19145272385723255,6,1,236.02295139537543,260.59178537637746,201,
0.4,0,360078,0.1887066246056785,8,1,236.50952710400045,258.55027665598504,201,
0.4,0,420091,0.28822792736380737,8,1,236.42942959248364,247.10407867537836,201,
0.4,0,480104,0.1849811083123428,9,1,235.66270124281291,248.76174268209942,201,
0.4,0,540117,0.18804893350062757,8,1,238.62913503500033,249.12639510597822,201,
0.4,0,600130,0.4337355610561059,5,0,213.39858692300092,310.4248604167815,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,0,660143,0.19028912633563821,9,1,235.80874554092333,245.12730473117136,201,
0.4,0,720156,0.3703125000000006,5,0,205.57686801996405,316.3275526188948,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,3,60013,0.13192429022082033,8,1,232.9575670580004,253.4672670959803,201,
0.4,3,120026,0.1367877269881029,9,1,232.9841688931745,253.82990869807915,201,
0.4,3,180039,0.30187590187590235,5,0,197.3491193225555,325.87050140840597,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,3,240052,0.1366311834690046,9,1,232.68501619766303,254.42165198935828,201,
0.4,3,300065,0.1366311834690046,6,1,232.95677150225035,268.90064805117623,201,
0.4,3,360078,0.13741324921135667,7,1,233.54845205600043,261.1168018799768,201,
0.4,3,420091,0.13988728866624942,9,1,234.13382328012267,261.68544194171346,201,
0.4,3,480104,0.13173803526448383,9,1,232.47216331321283,254.17055879392007,201,
0.4,3,540117,0.1312421580928484,8,1,232.54467689900045,259.9087144559766,201,
0.4,3,600130,0.35550742574257493,5,0,208.62465646947564,320.2607211088419,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.4,3,660143,0.1333752357008173,9,1,232.9844962276193,252.02916857866114,201,
0.4,3,720156,0.3018750000000005,5,0,191.00590189376464,328.12591004912355,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,0,60013,0.2883644133644136,5,0,247.69237628770105,197.38373878074407,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,120026,0.29253472222222254,5,0,247.78264043911338,196.6034019027349,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,180039,0.3513708513708517,3,0,233.36739961376884,277.3887695730782,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,0,240052,0.28985091743119296,5,0,247.67502302661347,196.91539950128052,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,300065,0.3139751552795034,3,0,248.33585971482003,200.2965032566952,196,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,360078,0.325510647544546,4,0,247.7414012064176,196.26960256684114,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,420091,0.34324086305592283,4,0,247.2640606273883,195.50010004958148,183,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,480104,0.28508771929824583,5,0,247.64652196452755,197.11879096702273,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,540117,0.3107682619647358,4,0,247.79377937766014,196.5076910808477,189,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,600130,0.36179867986798714,3,0,236.56089800364282,271.88569412017745,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,0,660143,0.2900696864111501,5,0,247.64212844277748,197.76499483340612,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,0,720156,0.3101562500000004,3,0,231.14309343006437,278.41213688016194,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,3,60013,0.17147856517935253,5,0,244.32905950322646,202.66963228386842,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,120026,0.17894736842105266,5,0,244.4854894989083,202.67506079734306,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,180039,0.191919191919192,4,0,226.67085608774957,289.86963788064276,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,3,240052,0.17525773195876293,5,0,244.2549193463168,202.8018601222689,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,300065,0.22185970636215338,4,0,244.21485744339043,197.5384660491547,179,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,360078,0.17764602547211245,5,0,244.33931722580715,202.7594555612876,188,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,420091,0.20483460559796451,4,0,241.34586045388923,202.3316172291129,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,480104,0.16910785619174418,5,0,244.39631511774257,201.82141061935232,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,540117,0.17241379310344818,5,0,244.27182890903296,201.9112918193523,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,600130,0.21410891089108927,3,0,224.40137901500134,283.2746243182988,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.6,3,660143,0.1777777777777778,5,0,244.44677071533118,201.3166628809774,187,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.6,3,720156,0.21250000000000005,3,0,223.15277469247988,291.34085642919257,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,0,60013,0.1439232409381663,3,0,254.228811046512,171.8898682465058,173,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,120026,0.14758403361344538,3,0,254.15813743333368,171.83146271109754,172,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,180039,0.1406926406926407,1,0,248.4126227174425,237.74503839470006,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,0,240052,0.14600840336134455,3,0,254.1000203488376,171.96692292557475,173,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,300065,0.14237516869095818,2,0,253.97594694233163,171.59305292760513,164,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,360078,0.13363754889178617,2,0,253.88676807228958,171.20956649638075,167,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,420091,0.19842053307008883,3,0,254.32409275609766,168.76717649987117,174,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,480104,0.137987012987013,3,0,254.12891234824602,172.46520108420478,172,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,540117,0.1253148614609572,2,0,254.03168227218973,171.9063050130135,171,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,600130,0.21225247524752475,2,0,249.9122792810006,226.49539280110758,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,0,660143,0.14452709883103082,3,0,254.13238346366313,172.0800612697616,173,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,0,720156,0.10859375,1,0,247.23073326708936,240.45613169620012,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,3,60013,0,3,0,253.50271511627977,177.02421393487464,173,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,120026,0,3,0,253.4497990359018,177.87094804882918,174,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,180039,0,2,0,246.9549008449777,244.70619306562443,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,3,240052,0,3,0,253.2126315789482,177.0317432140261,172,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,300065,0,2,0,253.51500823183892,178.2420772852874,171,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,360078,0,2,0,253.5356306818189,177.1015084363546,177,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,420091,0.03964497041420118,3,0,253.68272716578582,174.9747492042473,174,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,480104,0,3,0,253.61011549825648,176.6777457837119,173,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,540117,0,2,0,253.8371746983247,176.87921985250566,180,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,600130,0.0891089108910891,2,0,248.51883174950123,234.99877281736198,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
0.8,3,660143,0,3,0,253.40030055491397,177.21523166704333,174,Oxygen reserves hit zero. The farm could not keep up with the crew.
0.8,3,720156,0,2,0,245.48760110047618,249.43200901155097,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,0,60013,0.09186351706036745,1,0,253.05843006993052,163.53164831328883,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,120026,0.09375,1,0,252.96508099366238,163.7835804507072,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,180039,0.09375,1,0,248.4126227174425,224.30045307191176,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,0,240052,0.09375,1,0,252.90352097902147,164.52977038321782,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,300065,0.09448818897637795,1,0,253.13342203916122,162.70825095944346,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,360078,0.08862433862433862,1,0,252.90352097902147,163.50121094265842,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,420091,0.125,1,0,253.0849862451049,163.9981069538569,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,480104,0.08,1,0,252.97932875209838,163.54899608811388,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,540117,0.07936507936507936,1,0,252.94653359440605,164.43844400559627,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,600130,0.09765625,1,0,249.9122792810006,210.84122227800037,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,0,660143,0.09375,1,0,252.94244724300742,163.75816891468713,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,0,720156,0.09375,1,0,247.23073326708936,231.09670787848026,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,3,60013,0,1,0,252.18508391608475,165.8181122685306,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,120026,0,1,0,252.12143660262313,165.77877168881085,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,180039,0,1,0,246.9549008449777,227.77032653188343,87,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,3,240052,0,1,0,251.88363636363732,164.7369202573416,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,300065,0,1,0,252.29056922666166,165.6208575356639,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,360078,0,1,0,252.04385314685402,165.28124133146702,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,420091,0,1,0,252.35742517259405,164.95163716609528,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,480104,0,1,0,252.3142647951057,164.17105678321616,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,540117,0,1,0,252.28569420279806,165.01159327552392,144,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,600130,0,1,0,248.51883174950123,212.91035006344617,101,Pressure fell below the abort limit. The tube was sealed and abandoned.
1,3,660143,0,1,0,252.07119441666748,165.01135853333275,145,Oxygen reserves hit zero. The farm could not keep up with the crew.
1,3,720156,0,1,0,245.48760110047618,234.61227628860433,80,Pressure fell below the abort limit. The tube was sealed and abandoned.
