arm,seed,survived,end_day,co2_floor,co2_mean,o2_mean,harvests,closure_mean,failure
none,104729,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,209458,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,314187,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,418916,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,523645,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,628374,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,733103,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
none,837832,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
worms,104729,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,209458,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,314187,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,418916,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,523645,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,628374,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,733103,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
worms,837832,1,301,5.57788095449491,87.28332360393782,382.00954131513873,13,1.1266855304160046,
nitrifier,104729,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,209458,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,314187,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,418916,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,523645,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,628374,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,733103,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
nitrifier,837832,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
digester,104729,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,209458,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,314187,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,418916,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,523645,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,628374,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,733103,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
digester,837832,1,301,79.38712950000057,217.21161142820026,383.2994303858644,14,1.4365428223678764,
composter_only,104729,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,209458,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,314187,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,418916,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,523645,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,628374,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,733103,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
composter_only,837832,1,301,5.124420190392664,77.02121481102938,383.40485993832425,12,1.034058048945677,
all_four,104729,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,209458,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,314187,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,418916,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,523645,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,628374,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,733103,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
all_four,837832,1,301,5.930250094578416,157.73733869496473,384.1102256600291,14,1.307725581815673,
fungal_rotation,104729,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,209458,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,314187,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,418916,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,523645,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,628374,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,733103,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
fungal_rotation,837832,1,301,6.243553522904154,149.90805834724566,377.26677759234167,16,1.5616671053141329,
algal_rotation,104729,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,209458,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,314187,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,418916,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,523645,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,628374,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,733103,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
algal_rotation,837832,1,301,4.8945522004330915,68.95598533848752,385.3776611818941,16,1.474315729542412,
