arm,seed,co2_floor,co2_mean,o2_mean,closure_mean,ls_share_mean,waste_processed,service_total,credits_end,harvests,survived
none,104729,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,0,32611,418841,8,1
none,209458,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,0,32611,418841,8,1
none,314187,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,0,32611,418841,8,1
none,418916,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,0,32611,418841,8,1
none,523645,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,0,32611,418841,8,1
all,104729,5.930250094578416,155.680900571113,383.65834099234195,1.2180856066757286,0.671993187709058,857.9999999999965,61640,478064,14,1
all,209458,5.930250094578416,155.680900571113,383.65834099234195,1.2180856066757286,0.671993187709058,857.9999999999965,61640,478064,14,1
all,314187,5.930250094578416,155.680900571113,383.65834099234195,1.2180856066757286,0.671993187709058,857.9999999999965,61640,478064,14,1
all,418916,5.930250094578416,155.680900571113,383.65834099234195,1.2180856066757286,0.671993187709058,857.9999999999965,61640,478064,14,1
all,523645,5.930250094578416,155.680900571113,383.65834099234195,1.2180856066757286,0.671993187709058,857.9999999999965,61640,478064,14,1
only_worms,104729,5.57788095449491,68.02145068897173,381.7378615216582,1.0534337875745974,0.6757709249064189,0,32739,417285,9,1
only_worms,209458,5.57788095449491,68.02145068897173,381.7378615216582,1.0534337875745974,0.6757709249064189,0,32739,417285,9,1
only_worms,314187,5.57788095449491,68.02145068897173,381.7378615216582,1.0534337875745974,0.6757709249064189,0,32739,417285,9,1
only_worms,418916,5.57788095449491,68.02145068897173,381.7378615216582,1.0534337875745974,0.6757709249064189,0,32739,417285,9,1
only_worms,523645,5.57788095449491,68.02145068897173,381.7378615216582,1.0534337875745974,0.6757709249064189,0,32739,417285,9,1
only_nitrifier,104729,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,857.9999999999965,61731,445761,8,1
only_nitrifier,209458,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,857.9999999999965,61731,445761,8,1
only_nitrifier,314187,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,857.9999999999965,61731,445761,8,1
only_nitrifier,418916,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,857.9999999999965,61731,445761,8,1
only_nitrifier,523645,5.124420190392664,61.14862939205049,383.004774231351,0.9828579396222,0.6731600117899379,857.9999999999965,61731,445761,8,1
only_digester,104729,79.38712950000057,215.70576673109636,382.88941875292085,1.3718206869656586,0.6705467759462767,416.0000000000016,46482,481306,14,1
only_digester,209458,79.38712950000057,215.70576673109636,382.88941875292085,1.3718206869656586,0.6705467759462767,416.0000000000016,46482,481306,14,1
only_digester,314187,79.38712950000057,215.70576673109636,382.88941875292085,1.3718206869656586,0.6705467759462767,416.0000000000016,46482,481306,14,1
only_digester,418916,79.38712950000057,215.70576673109636,382.88941875292085,1.3718206869656586,0.6705467759462767,416.0000000000016,46482,481306,14,1
only_digester,523645,79.38712950000057,215.70576673109636,382.88941875292085,1.3718206869656586,0.6705467759462767,416.0000000000016,46482,481306,14,1
only_reef,104729,5.391057021123505,63.478263670251614,384.3590771935773,1.0165783874596557,0.6755813706651488,0,32730,412076,9,1
only_reef,209458,5.391057021123505,63.478263670251614,384.3590771935773,1.0165783874596557,0.6755813706651488,0,32730,412076,9,1
only_reef,314187,5.391057021123505,63.478263670251614,384.3590771935773,1.0165783874596557,0.6755813706651488,0,32730,412076,9,1
only_reef,418916,5.391057021123505,63.478263670251614,384.3590771935773,1.0165783874596557,0.6755813706651488,0,32730,412076,9,1
only_reef,523645,5.391057021123505,63.478263670251614,384.3590771935773,1.0165783874596557,0.6755813706651488,0,32730,412076,9,1
without_worms,104729,5.930250094578416,162.1554709441189,384.1683409923427,1.1962454734428585,0.671993187709058,857.9999999999965,61640,483864,14,1
without_worms,209458,5.930250094578416,162.1554709441189,384.1683409923427,1.1962454734428585,0.671993187709058,857.9999999999965,61640,483864,14,1
without_worms,314187,5.930250094578416,162.1554709441189,384.1683409923427,1.1962454734428585,0.671993187709058,857.9999999999965,61640,483864,14,1
